fetched_at,team_id,odds_decimal
2026-07-04T08:36:20+00:00,PAR,650.0
2026-07-04T08:36:20+00:00,EGY,700.0
2026-07-05T08:52:10+00:00,FRA,2.9
2026-07-05T08:52:10+00:00,ARG,6.2
2026-07-05T08:52:10+00:00,ESP,7.4
2026-07-05T08:52:10+00:00,ENG,13.5
2026-07-05T08:52:10+00:00,BRA,14.5
2026-07-05T08:52:10+00:00,POR,17.5
2026-07-05T08:52:10+00:00,COL,32.0
2026-07-05T08:52:10+00:00,MEX,34.0
2026-07-05T08:52:10+00:00,MAR,40.0
2026-07-05T08:52:10+00:00,USA,44.0
2026-07-05T08:52:10+00:00,NOR,55.0
2026-07-05T08:52:10+00:00,BEL,80.0
2026-07-05T08:52:10+00:00,SUI,120.0
2026-07-05T08:52:10+00:00,EGY,530.0
2026-07-06T10:19:36+00:00,FRA,3.05
2026-07-06T10:19:36+00:00,ARG,6.0
2026-07-06T10:19:36+00:00,ENG,7.0
2026-07-06T10:19:36+00:00,ESP,7.4
2026-07-06T10:19:36+00:00,POR,18.5
2026-07-06T10:19:36+00:00,NOR,22.0
2026-07-06T10:19:36+00:00,COL,29.0
2026-07-06T10:19:36+00:00,USA,36.0
2026-07-06T10:19:36+00:00,MAR,38.0
2026-07-06T10:19:36+00:00,BEL,75.0
2026-07-06T10:19:36+00:00,SUI,100.0
2026-07-06T10:19:36+00:00,EGY,430.0
2026-07-07T09:39:52+00:00,FRA,3.05
2026-07-07T09:39:52+00:00,ESP,5.2
2026-07-07T09:39:52+00:00,ARG,5.7
2026-07-07T09:39:52+00:00,ENG,6.8
2026-07-07T09:39:52+00:00,NOR,19.0
2026-07-07T09:39:52+00:00,COL,28.0
2026-07-07T09:39:52+00:00,MAR,38.0
2026-07-07T09:39:52+00:00,BEL,44.0
2026-07-07T09:39:52+00:00,SUI,95.0
2026-07-07T09:39:52+00:00,EGY,490.0
2026-07-08T08:26:35+00:00,FRA,3.1
2026-07-08T08:26:35+00:00,ESP,5.3
2026-07-08T08:26:35+00:00,ARG,5.4
2026-07-08T08:26:35+00:00,ENG,6.2
2026-07-08T08:26:35+00:00,NOR,18.0
2026-07-08T08:26:35+00:00,MAR,36.0
2026-07-08T08:26:35+00:00,BEL,40.0
2026-07-08T08:26:35+00:00,SUI,44.0
2026-07-09T09:38:05+00:00,FRA,3.15
2026-07-09T09:38:05+00:00,ARG,5.2
2026-07-09T09:38:05+00:00,ESP,5.3
2026-07-09T09:38:05+00:00,ENG,6.0
2026-07-09T09:38:05+00:00,NOR,18.5
2026-07-09T09:38:05+00:00,MAR,38.0
2026-07-09T09:38:05+00:00,BEL,40.0
2026-07-09T09:38:05+00:00,SUI,46.0
2026-07-10T09:34:03+00:00,FRA,2.6
2026-07-10T09:34:03+00:00,ARG,5.7
2026-07-10T09:34:03+00:00,ESP,5.7
2026-07-10T09:34:03+00:00,ENG,6.2
2026-07-10T09:34:03+00:00,NOR,18.5
2026-07-10T09:34:03+00:00,BEL,46.0
2026-07-10T09:34:03+00:00,SUI,55.0
2026-07-11T07:54:47+00:00,FRA,2.68
2026-07-11T07:54:47+00:00,ESP,4.6
2026-07-11T07:54:47+00:00,ARG,5.7
2026-07-11T07:54:47+00:00,ENG,6.4
2026-07-11T07:54:47+00:00,NOR,19.0
2026-07-11T07:54:47+00:00,SUI,60.0
2026-07-12T08:15:43+00:00,FRA,2.66
2026-07-12T08:15:43+00:00,ENG,4.7
2026-07-12T08:15:43+00:00,ESP,4.7
2026-07-12T08:15:43+00:00,ARG,5.5
2026-07-13T09:25:06+00:00,FRA,2.54
2026-07-13T09:25:06+00:00,ENG,4.6
2026-07-13T09:25:06+00:00,ESP,4.7
2026-07-13T09:25:06+00:00,ARG,5.9
2026-07-14T08:03:11+00:00,FRA,2.56
2026-07-14T08:03:11+00:00,ESP,4.5
2026-07-14T08:03:11+00:00,ENG,4.6
2026-07-14T08:03:11+00:00,ARG,5.9
2026-07-15T08:08:35+00:00,ESP,1.75
2026-07-15T08:08:35+00:00,ENG,4.3
2026-07-15T08:08:35+00:00,ARG,5.3
2026-07-16T08:11:36+00:00,ESP,1.72
2026-07-16T08:11:36+00:00,ARG,2.42
